word,phonetic,chinese,example
"guard","[ga:d]","vt.守卫；看守 n.卫兵",""
"guess","[ges]","vt.vi.n.猜测；推测",""
"guest","[gest]","n.客人；宾客",""
"guide","[gaid]","n.导游 vt.指导",""
"gun","[gʌn]","n.枪；炮；手枪",""
"guy","[gai]","n. 家伙；人",""
"hadn't","['hæ dnt]","had not 之 略",""
"hair","[hɛә]","n.头发；毛发",""
"hand","[hæ nd]","n.手；人手",""
"handle","['hæ ndl]","n.柄；把手 vt.处理",""
"hang","[hæŋ]","vt.悬挂；吊死",""
"happy","['hæ pi]","a.快乐的；幸福的",""
"hardly","['ha:dli]","ad.几乎不；简直不",""
"hasn't","['hæ znt]","has not 之 略",""
"haven't","['hæ vnt]","没有",""
"heart","[ha:t]","n.心脏；内心",""
"heat","[hi:t]","n.热；炎热 vt.加热",""
"heavy","['hevi]","a.重的；大的",""
"he'd","[hi:d, hid]","he had；he would 之 略",""
"highly","['haili]","ad.高度地；很；非常",""
"hold","[hәuld]","vt.拿住；掌握；拥有",""
"hole","[hәul]","n.洞；孔眼",""
"holiday","['hɔlәdi]","n.假日；节日；假期",""
"horse","[hɔ:s]","n.马",""
"hostage","['hɔstidʒ]","n.人质；抵押品",""
"hot","[hɔt]","a.热的；刺激的；辣的",""
"hotel","[hәu'tel]","n.旅馆",""
"housing","[]","n. 供给住宅；住宅群",""
"huge","[hju:dʒ]","a.巨大的；庞大的",""
"hurt","[hә:t]","vt.使受伤；使伤心",""
"husband","['hʌzbәnd]","n.丈夫",""
"ice","[ais]","n.冰",""
"ideal","[ai'diәl]","a.理想的；观念的",""
"identify","[ai'dentifai]","vt.认出；识别；鉴定",""
"ignore","[ig'nɔ:]","vt.不顾；不理；忽视",""
"ill","[il]","a.有病的",""
"image","['imidʒ]","n.图像；形象；映象",""
"imagine","[i'mæ dʒin]","vt.想象；设想；料想",""
"immediate","[i'mi:djәt]","a.立即的；直接的",""
"immediately","[i'mi:djәtli]","adv. 立即；马上；直接地",""
"impact","['impæ kt]","n.影响；作用；冲击",""
"import","[im'pɔ:t 'impɔ:t]","vt.n.输入；进口",""
"impose","[im'pәuz]","vt.把…强加；征(税)",""
"impossible","[im'pɔsәbl]","a.不可能的",""
"improve","[im'pru:v]","vi.改善；提高",""
"incident","['insidәnt]","n.事件",""
"income","['inkʌm]","n.收入；收益",""
"increasingly","[in'kri:siŋli]","ad.日益；越来越多地",""
"indeed","[in'di:d]","ad.真正地；确实",""
"indicate","['indikeit]","vt.标示；表示；表明",""
"individual","[indi'vidjuәl]","a.个别的；独特的 n.个人",""
"industrial","[in'dʌstriәl]","a.工业的；产业的",""
"inflation","[in'fleiʃәn]","n.胀大；夸张；通货膨胀",""
"influence","['influәns]","n.影响；势力 vt.影响",""
"injury","['indʒәri]","n.损害；伤害；受伤处",""
"inside","[in'said]","prep.在…里面 n.内部",""
"insist","[in'sist]","vi.坚持；坚持要求",""
"inspire","[in'spaiә]","vt.鼓舞；给…以灵感",""
"instance","['instәns]","n.例子；实例；事例",""
"instead","[in'sted]","ad.代替；顶替",""
"institute","['institju:t]","n.研究所；学院",""
"institution","[insti'tju:ʃәn]","n.协会；制度；习俗",""
"insurance","[in'ʃuәrәns]","n.保险；保险费",""
"intend","[in'tend]","vt.想要；打算；意指",""
"interested","['intristid]","a.有兴趣的；感兴趣的",""
"interview","['intәvju:]","n.接见；会见；面谈",""
"introduce","['intrә'dju:s]","vt.介绍；引进；发布",""
"investigate","[in'vestigeit]","vt.vi.调查",""
"investment","[in'vestmәnt]","n.投资；投入",""
"investor","[in'vestә]","n.投资者",""
"invite","[in'vait]","vt.邀请；聘请",""
"involve","[in'vɔlv]","vt.使卷入；牵涉",""
"involved","[]","adj. 卷入的，有密切关系的",""
"island","['ailәnd]","n.岛屿",""
"item","['aitәm]","n.条；条款；一条",""
"January","['dʒæ njuәri]","n.一月",""
"joint","[dʒɔint]","n.接头；接缝；关节",""
"journal","['dʒә:nl]","n.日报；杂志；日志",""
"journalist","['dʒә:nәlist]","n.记者；新闻工作者",""
"judge","[dʒʌdʒ]","n.法官；裁判员",""
"July","[dʒu:'lai]","n.七月",""
"jump","[dʒʌmp]","vi.跳；暴涨 vt.跳过",""
"June","[dʒu:n]","n.六月",""
"justice","['dʒʌstis]","n.正义；公正；司法",""
"key","[ki:]","n.钥匙；键；答案",""
"kick","[kik]","vi.vt.n.踢",""
"kid","[kid]","n.小孩；儿童；少年",""
"king","[kiŋ]","n.国王，君主",""
"kitchen","['kitʃin]","n.厨房",""
"knowledge","['nɔlidʒ]","n.知识，学识；消息",""
"lack","[læ k]","vt.缺乏；不足 n.短缺的东西",""
"lady","['leidi]","n.女士；贵妇人",""
"language","['læŋgwidʒ]","n.语言",""
"largely","['la:dʒli]","ad.大部分",""
"last","[la:st]","vi.持续 a.最后的ad.最后n.最后；末尾",""
"latest","['leitist]","a. 最近的",""
"launch","[lɔ:ntʃ]","vt.发射；发动n.发射",""
"lawyer","['lɔ:jә]","n.律师",""
"lay","[lei]","vt.放置；摆;产卵n.位置",""
"leadership","['li:dәʃip]","n.领导",""
"leading","['li:diŋ]","a.领导的;领先的",""
"league","[li:g]","n.同盟；联盟",""
"leg","[leg]","n.腿",""
"legal","['li:gl]","a.合法的",""
"length","[leŋθ]","n.长度",""
"let's","[lets]","让我们",""
"liberal","['libәrәl]","a.慷慨的",""
"lie","[lai]","vi.说谎;躺；平放n.谎话",""
"lift","[lift]","vt.提起；提高vi.升起;(指雾等)消散n.电梯；起重机",""
"light","[lait]","vt.点燃；照亮a.轻的;浅的n.光线;灯",""
"limit","['limit]","vt.限制；限定 n.限度；限制",""
"link","[liŋk]","vt.连接n.联系",""
"listen","['lisn]","vi.听；听从",""
"loan","[lәun]","n.贷款；暂借vt.借出",""
"long-term","[]","a. 长期的",""
"lord","[lɔ:d]","n.贵族;上帝",""
"loss","[lɔs]","n.遗失;失败；损失",""
"lunch","[lʌntʃ]","n.午餐",""
"machine","[mә'ʃi:n]","n.机器",""
"magazine","[mæ gә'zi:n]","n.杂志；期刊",""
"mainly","['meinli]","ad.主要地",""
"maintain","[mein'tein]","vt.维持",""
"majority","[mә'dʒɔriti]","n.多数",""
"maker","['meikә]","n.制造商",""
"male","[meil]","a.男的；雄的",""
"manage","['mæ nidʒ]","vt.管理；控制",""
"management","['mæ nidʒmәnt]","n.管理；经营",""
"manager","['mæ nidʒә]","n.经理",""
"March","[ma:tʃ]","n.三月",""
"mark","[ma:k]","n.记号;分数；痕迹vt.标明；打分vi.作记号",""
"marriage","['mæ ridʒ]","n.婚姻",""
"marry","['mæ ri]","vt.娶；嫁 vi.结婚",""
"mass","[mæ s]","n.大量；群众",""
"master","['ma:stә]","vt.精通，掌握n.主人;能手;硕士",""
"material","[mә'tiәriәl]","n.材料；原料；素材a.物质的",""
"May","[mei]","aux.也许;可以;祝愿 n.五月",""
"maybe","['meibi:]","ad.大概；也许",""
"means","[mi:nz]","n.方法；手段",""
"meanwhile","['mi:n'wail]","ad.同时；当时",""
"measure","['meʒә]","vt.量；测量 n.测量;措施",""
"media","['mi:diә]","n. 媒 体",""
"medical","['medikәl]","a.医学的",""
"memory","['memәri]","n.记忆；回忆",""
"mention","['menʃәn]","vt.提及；说起 n.提及；说起",""
"message","['mesidʒ]","vt.通知 n.信息；消息；便条，口信",""
"method","['meθәd]","n.方法；办法",""
"mile","[mail]","n.英里",""
"millionth","['mIljәnθ]","a. 第一百万的；百万分之一的",""
"ministry","['ministri]","n.(政府的)部",""
"minority","[mai'nɔriti]","n.少数派;少数民族",""
"Miss","[mis]","vt.错过;惦念；省略掉",""
"mission","['miʃәn]","n.使命；任务",""
"mistake","[mis'teik]","n.错误，过失vi.误解；误认为",""
"mix","[miks]","vt.使混合;混淆",""
"model","['mɔdl]","n.模型；模式；模特儿；模范",""
"modern","['mɔdәn]","a.现代的",""
"Monday","['mʌndi]","n.星期一",""
"mortgage","['mɔ:gidʒ]","n.抵押vt.抵押",""
"motor","['mәutә]","n.发动机；机动车",""
"mountain","['mauntin]","n.山脉",""
"mouth","[mauθ]","n.嘴",""
"movement","['mu:vmәnt]","n.动作；活动；移动",""
"movie","['mu:vi]","n.电影",""
"murder","['mә:dә]","n.谋杀vt.谋杀",""
"museum","[mju:'ziәm]","n.展览馆",""
"Muslim","['muslim]","n.&a.穆斯林(的)，伊期兰教徒(的)",""
"myself","[mai'self]","pron.我自己",""
"narrow","['næ rәu]","a.狭的；狭窄的",""
"nationalist","['næ ʃәnәlist]","n.民族主义者 a.国家主义的",""
"natural","['næ tʃәrәl]","a.天然的；自然的",""
"nature","['neitʃә]","n.大自然;本性",""
"nearly","['niәli]","ad.差不多",""
"necessary","['nesisәri]","a.必要的；必然的",""
"negotiate","[ni'gәuʃieit]","vi.谈判；议定",""
"negotiation","[nigәuʃi'eiʃәn]","n.谈判；磋商",""
"neither","['naiðә, 'ni:ðә]","a.(两者)都不的pron.两者都不conj.  也不",""
"network","['netwә:k]","n.网状物；网络",""
"newspaper","['nju:zpeipә]","n.报纸",""
"nice","['nais]","a.美好的；令人愉快的",""
"nineteenth","['nain'ti:nθ]","num.第十九",""
"ninetieth","['n:intiiθ]","a. 第九十；九十分之一",""
"ninth","[nainθ]","num.第九",""
"nobody","['nәubәdi]","pron.没有人 n.无足轻重的人",""
"none","[nʌn]","pron.没有人ad.毫不a.没有的",""
"no one","[]","n. 没有人",""
"nor","[nɔ:]","conj.也不",""
"normal","['nɔ:ml]","a.正常的；普通的",""
"north-east","[]","n. 东北方",""
"north-west","[]","n.西 北",""
"note","[nәut]","n.笔记;便条;注释；钞票vt.记录；留意",""
"notice","['nәutis]","vt.注意 n.通知；注意",""
"novel","['nɔvәl]","n.小说 a.新奇的，新颖的",""
"November","[nәu'vembә]","n.十一月",""
"nuclear","['nju:kliә]","a.原子核的;核心的",""
"object","['ɔbdʒikt әb'dʒekt]","vi.反对 n.物体；目的",""
"obvious","['ɔbviәs]","a.显而易见的",""
"obviously","['ɔbviәsli]","ad.明显地",""
"occasion","[ә'keiʒәn]","n.场合；时机；盛大的活动",""
"occupy","['ɔkjupai]","vt.占领；占有；忙碌",""
"occur","[ә'kә:]","vi.发生",""
"October","[ɔk'tәubә]","n.十月",""
"odd","[ɔd]","a.奇数的;古怪的",""
"okay","['әu'kei]","a.好的ad.好",""
"opinion","[ә'pinjәn]","n.意见；看法",""
"opportunity","[ɔpә'tju:niti]","n.机会",""
"opposition","[ɔpә'ziʃәn]","n.敌对；相对",""
"option","['ɔpʃәn]","n.选择",""
"order","['ɔ:dә]","n.命令;次序；治安，秩序vt.命令;定购",""
"organization","[ɔ:gәnai'zeiʃәn]","n.组织；机构",""
"organize","['ɔ:gәnaiz]","vt.组织；编组",""
"original","[ә'ridʒәnәl]","a.最初的;新颖的n.创新",""
"otherwise","['ʌðәwaiz]","ad.另外；要不然",""
"overall","['әuvәrɔ:l]","n.罩衫 a.全面的；全部的",""
"owner","['әunә]","n.物主",""
"pack","[pæ k]","vt.捆扎，打包；挤满n.包",""
"package","['pæ kidʒ]","n.包裹",""
"pain","[pein]","n.痛苦;疼痛",""
"paint","[peint]","n.油漆;颜料vt.画;油漆vi.绘画;油漆",""
"painting","['peintiŋ]","n.油画;绘画",""
"pair","[pɛә]","n.一对（夫妇）vi.配对",""
"park","[pa:k]","n.公园;停车场vt.停车",""
"parliament","['pa:lәmәnt]","n.议会；国会",""
"particular","[pә'tikjulә]","a.特殊的；特定的",""
"particularly","[pә'tikjulәli]","ad.特别；尤其",""
"partner","['pa:tnә]","n.伙伴；搭挡，合伙人;配偶",""
"patient","['peiʃәnt]","a.耐心的n.病人",""
"pattern","['pæ tәn]","n.式样；模型",""
"payment","['peimәnt]","n.支付；付款",""
"perfect","['pә:fikt, 'pә:fekt]","vt.改善 a.完美的",""
"perform","[pә'fɔ:m]","vt.执行;演出",""
"performance","[pә'fɔ:mәns]","n.履行;表演；表现",""
"period","['piәriәd]","n.时期;句号",""
"personal","['pә:sәnl]","a.私人的；本人的",""
"phone","[fәun]","n.电话vt.打电话",""
"photograph","['fәutәgra:f]","n.照片",""
"physical","['fizikәl]","a.身体的;物质的；物理的",""
"pick","[pik]","vt.拾；采摘；挑选",""
"picture","['piktʃә]","n.图片，照片vt.想象；描绘",""
"piece","[pi:s]","n.片；块",""
"plane","[plein]","n.平面;飞机",""
"please","[pli:z]","vt.使高兴ad.请 vi.愿意，喜欢",""
"plus","[plʌs]","prep.加；加上a.正的",""
"politician","[pɔli'tiʃәn]","n.政治家",""
"politics","['pɔlitiks]","n.政治",""
"poll","[pәul]","n.投票，民意测验vi.投票",""
"poor","[puә]","a.贫穷的；可怜的",""
"popular","['pɔpjulә]","a.流行的",""
"population","[pɔpju'leiʃәn]","n.人口",""
"positive","['pɔzәtiv]","a.确定的;积极的;正的",""
"possibility","[pɔsә'biliti]","n.可能性",""
"possibly","['pɔsәbli]","ad.可能地；也许",""
"post","[pәust]","vt.投递；公告 n.邮寄；柱；职位",""
"potential","[pә'tenʃәl]","a.潜在的n.潜能",""
"powerful","['pauәful]","a.强有力的",""
"practice","['præ ktis]","vt.练习；训练",""
"prefer","[pri'fә:]","vt.宁可；宁愿",""
"prepare","[pri'pɛә]","vt.预备vi.准备",""
"prepared","[pri'pɛәd]","a. 准备好的；精制的",""
"presence","['prezns]","n.出席;存在",""
"present","['preznt]","a.目前的；出席的；礼物，赠品n.现在vt.赠送；呈现",""
"pretty","['priti]","ad.相当地a.漂亮的",""
"prevent","[pri'vent]","vt.预防；阻止",""
"previous","['pri:vjәs]","a.以前的ad.以前",""
"prince","['prins]","n.王子",""
"princess","[prin'ses]","n.公主",""
"principle","['prinsәpl]","n.原则；原理",""
"print","[print]","vt.印刷；打印n.字体；印刷品",""
"prison","['prizn]","n.监狱；监禁",""
"prisoner","['priznә]","n.囚犯",""
"private","['praivit]","a.私人的；私下的；秘密的，不公开的",""
"prize","[praiz]","n.奖赏；奖金",""
"production","[prә'dʌkʃәn]","n.产品；产量",""
"professional","[prә'feʃәnl]","a.职业的n.专业人员",""
"professor","[prә'fesә]","n.教授",""
"profit","['prɔfit]","n.利润vi.得益",""
"program","['prәugræ m]","n.节目;大纲；程序",""
"progress","['prәugres, prә'gres]","n.进展；进步",""
"project","[prә'dʒekt, 'prɔdʒekt]","n.计划；工程；项目vi.伸出 vt.设计，规划",""
"promise","['prɔmis]","n.诺言vt.允诺",""
"promote","[prә'mәut]","vt.促进；提升；推销",""
"proper","['prɔpә]","a.适合的，正当的",""
"property","['prɔpәti]","n.财产；资产",""
"proposal","[prә'pәuzәl]","n.建议;求婚",""
"propose","[prә'pәuz]","vt.提议；推荐 vi.求婚",""
"prospect","['prɔspekt, prәs'pekt]","n.前景；前程；景色",""
"Protect","[prә'tekt]","vt.保护；保卫",""
"protection","[prә'tekʃәn]","n.保护；警戒；护照，通行证",""
"Protest","[prә'test, 'prәutest]","vt.抗议 vi.抗议；反对 n.抗议",""
"Prove","[pru:v]","vt.证明vi.结果是，原来是",""
"publish","['pʌbliʃ]","vt.公布；发表；出版，刊印",""
"Pull","[pul]","vt.拉；拖n.拉;牵引力",""
"purchase","['pә:tʃәs]","vt.购买n.购买；赃物",""
"purpose","['pә:pәs]","n.目的；意图",""
"Push","[puʃ]","vt.推；推动vi.推 n.推力；促进",""
"quality","['kwɔliti]","n.质量；特性",""
"quarter","['kwɔ:tә]","n.四分之一;一刻钟；季度",""
"queen","[kwi:n]","n.王后；女王",""
"quiet","['kwaiәt]","a.安静的vt.使安静",""
"quote","[kwәut]","vt.引用；引证;报价",""
"radical","['ræ dikәl]","a.基本的;激进的n.激进分子",""
"rain","[rein]","n.雨；雨水 vi.下雨",""
"range","[reindʒ]","vi.变动，变化n.范围",""
"rapid","['ræ pid]","a.快的n.急流",""
"reaction","[ri'æ kʃәn]","n.反应",""
"reader","['ri:dә]","n.读者；读物",""
"ready","['redi]","a.准备好的；愿意的；就要...的",""
"reality","[ri'æ liti]","n.现实；真实",""
"realize","['riәlaiz]","vt.实现；认识到",""
"rebel","['rebәl, ri'bel]","vi.造反 n.造反者",""
"recall","[ri'kɔ:l]","vt.回想;召回；收回",""
"recently","['ri:sntli]","ad.最近；新近",""
"recession","[ri'seʃәn]","n.衰退；不景气",""
"recognize","['rekәgnaiz]","vt.认出；识别",""
"recommend","[rekә'mend]","vt.推荐",""
"reduce","[ri'dju:s]","vt.减少；减小",""
"refer","[ri'fә:]","vt.求助于 vi.谈到；参考，查阅",""
"reflect","[ri'flekt]","vt.反射；反映;思考",""
"reform","[ri'fɔ:m]","n.改革；改良 vt.改革；革新",""
"refugee","[refju:'dʒi:]","n.难民",""
"refuse","[ri'fju:z]","vt.拒绝",""
"regard","[ri'ga:d]","vt.把…看作;尊敬 n.敬意，问候",""
"region","['ri:dʒәn]","n.地区;领域",""
"regional","['ri:dʒәnl]","adj.地区的，区域的",""
"regular","['regjulә]","a.规则的；整齐的;定期的，常规的",""
"reject","[ri'dʒekt]","vt.拒绝;丢掉;驳回",""
"relation","[ri'leiʃәn]","n.关系；联系；亲属，亲戚",""
"relationship","[ri'leiʃәnʃip]","n.关系；联系",""
"relief","[ri'li:f]","n.减轻;救济；援救",""
"religious","[ri'lidʒәs]","a.宗教的；虔诚的",""
"remove","[ri'mu:v]","vt.移动；搬迁",""
"repeat","[ri'pi:t]","vt.重说；重做n.重复",""
"replace","[ri'pleis]","vt. 取代；替换",""
"reply","[ri'plai]","vi.回答；答复n.答复",""
"reporter","[ri'pɔ:tә]","n.记者",""
"reporting","[]","n. 报 告",""
"represent","[repri'zent]","vt.描绘;代表；象征",""
"representative","[repri'zentәtiv]","a.代表性的n.代表；代理人",""
"republic","[ri'pʌblik]","n.共和国",""
"republican","[ri'pʌblikәn]","a.共和的n.共和党人",""
"request","[ri'kwest]","n.请求；要求vt.请求；要求",""
"require","[ri'kwaiә]","vt.需要；要求;命令",""
"reserve","[ri'zә:v]","vt.储备；保留;预定",""
"resident","['rezidәnt]","a.居住的n.居民",""
"resolution","[rezә'lju:ʃәn]","n.坚定;决议；解决",""
"resource","[ri'sɔ:s]","n.资源",""
"respect","[ris'pekt]","vt.尊敬；尊重 n.尊敬",""
"respond","[ris'pɔnd]","vi.回答；响应",""
"response","[ris'pɔns]","n.回答；响应",""
"responsibility","[rispɔnsә'biliti]","n.责任；职责",""
"responsible","[ris'pɔnsәbl]","a.有责任的;尽责的",""
"rest","[rest]","vi.休息；靠 n.其余的人（事物）；休息",""
"restaurant","['restәrɔnt]","n.餐馆；饭店",""
"reveal","[ri'vi:l]","vt.展现;揭露",""
"review","[ri'vju:]","vt.复习；回顾n.复习；回顾",""
"rich","[ritʃ]","a.有钱的；丰富的；肥沃的",""
"ride","[raid]","vi.骑马；乘车n.骑马；乘车",""
"right","[rait]","a.正确的;右边的ad.对；正好；径直n.正确；权利；右面",""
"ring","[riŋ]","vi.鸣;按铃，敲钟vt.打电话给；按铃，敲钟n.铃声；戒指，环",""
"risk","[risk]","n.风险；危险 vt.冒险",""
"rival","['raivәl]","n.竞争者 a.竞争的",""
"river","['rivә]","n.河",""
"rock","[rɔk]","vt.摇摆;使动摇vi.摇；摇动n.岩石；石头",""
"roll","[rәul]","vi.滚动；转动 n.一卷；名册",""
"round","[raund]","a.圆的，球形的ad.在周围n.一圈（周）；一回合",""
"route","[ru:t]","n.路；路线",""
"royal","['rɔiәl]","a.皇家的",""
"running","['rʌniŋ]","n.跑，跑步；(机器等)开动；经营",""
"sad","[sæ d]","a.悲哀的",""
"safe","[seif]","a.安全的；可靠的n.保险箱",""
"safety","['seifti]","n.安全；保险",""
"sanction","['sæŋkʃәn]","n.国际制裁",""
"Saturday","['sæ tәdi]","n.星期六",""
"scale","[skeil]","n.比例；规模",""
"scene","[si:n]","n.情景；景色",""
"schedule","['ʃedju:l]","vt.安排n.时间表；计划表",""
"scheme","[ski:m]","n.计划;诡计",""
"science","['saiәns]","n.科学",""
"scientist","['saiәntist]","n.科学家",""
"score","[skɔ:]","vt.得分；记分n.得分；成绩；二十",""
"screen","[skri:n]","n.屏幕 ；屏风vt.掩蔽",""
"sea","[si:]","n.海洋",""
"search","[sә:tʃ]","vt.搜查；查找",""
"seat","[si:t]","n.座位vt.就坐",""
"secret","['si:krit]","n.秘密a.秘密的；隐蔽的",""
"section","['sekʃәn]","n.切片;部门；章节",""
"sector","['sektә]","n.扇形；部门",""
"secure","[si'kjuә]","a.安全的",""
"seed","[si:d]","n.种(子)；籽",""
"senior","['si:njә]","a.年长者；资格老的",""
"sentence","['sentәns]","n.判决;句子vt.宣判，判决",""
"separate","['sepәreit, 'sepәrit]","a.分离的；个别的",""
"September","[sep'tembә]","n.九月",""
"series","['siәri:z]","n.连续；系列",""
"serve","[sә:v]","vt.服务;招待",""
"session","['seʃәn]","n.会议;一段时间",""
"settle","['setl]","vt.安排；安放；解决vi.定居",""
"settlement","['setlmәnt]","n.解决；处理",""
"set-up","[]","n. 组织；结构",""
"seventeenth","['sevәn'ti:nθ]","num. 第十七；十七分之一的",""
"seventh","['sevәnθ]","num. 第 七",""
"seventieth","['sevntiiθ]","num. 第七十；七十分之一的",""
"severe","[si'viә]","a.严厉的；严峻的",""
"sex","[seks]","n.性别；性",""
"sexual","['seksjuәl]","a.性的;性别的",""
"shake","[ʃeik]","vt.摇动 n.摇动",""
"shall","[ʃæ l, ʃәl]","aux.将要;应该",""
"shape","[ʃeip]","n.形状vt.形成",""
"sharp","[ʃa:p]","ad.（时刻）整a.锋利的;敏锐的；刺耳的",""
"she'd","[ʃid, ʃi:d]","she had[would]之略",""
"she's","[]","n.她 是",""
"ship","[ʃip]","vt.装上船n.大船",""
"shock","[ʃɔk]","n.冲击；震惊；电击vi.震动",""
"shoot","[ʃu:t]","vt.发射;射门，投篮n.发芽",""
"shop","[ʃɔp]","n.商店；店铺;车间",""
"shot","[ʃɔt]","n.射击，发射；投篮",""
"shoulder","['ʃәuldә]","n.肩膀vt.挑起；肩负",""
"sight","[sait]","n.视力;情景；名胜",""
"significant","[sig'nifikәnt]","n.有意义的；重要的",""
"similar","['similә]","a.相似的；类似的",""
"simple","['simpl]","a.简单的;朴素的",""
"simply","['simpli]","ad.简单地;朴素地；仅仅，只不过",""
"sing","[siŋ]","vt.唱；演唱vi.演唱",""
"site","[sait]","n.位置；场所",""
"sixth","[siksθ]","num.第十六",""
"sixtieth","['sikstiiθ]","num. 第六十；六十分之一",""
"size","[saiz]","vt.估量（计）n.大小；体积",""
"skill","[skil]","n.技能；技巧",""
"skin","[skin]","vt.剥皮 n.皮；皮肤;兽皮",""
"sleep","[sli:p]","n.睡眠 vi.睡觉",""
"slightly","['slaitli]","ad.轻微地",""
"slip","[slip]","vi.滑倒；滑落;溜n.疏忽，口误，笔误",""
"slow","[slәu]","a.慢的",""
"smile","[smail]","vi.微笑n.微笑；笑容",""
"smoke","[smәuk]","n.烟;抽烟vi.冒烟",""
"soft","[sɔft]","a.软的;柔和的",""
"soldier","['sәuldʒә]","n.士兵；军人",""
"solution","[sә'lju:ʃәn]","n.解决；解答",""
"somebody","['sʌmbәdi]","pron.某人；有人 n.大人物",""
"someone","['sʌmwʌn]","pron.某人；有人",""
"sometimes","['sʌmtaimz]","ad.有时",""
"song","[sɔŋ]","n.歌曲",""
"sorry","['sɔri]","a.难过的;对不起的",""
"source","[sɔ:s]","n.源泉；出处",""
"southern","['sʌðәn]","a.南方的；南部的",""
"south-west","[]","n.西南",""
"space","[speis]","vt.把...分隔开 n.场地；太空；间距",""
"specific","[spi'sifik]","a.特有的;具体的",""
"speech","[spi:tʃ]","n.言语;演说",""
"speed","[spi:d]","n.快;速度vt.加快",""
"spirit","['spirit]","n.精神;情绪",""
"split","[split]","vt.劈开",""
"spokesman","['spәuksmәn]","n.发言人",""
"sport","[spɔ:t]","n.运动；运动会",""
"spot","[spɔt]","vt.认出，发现 n.点；斑点;地点",""
"spread","[spred]","vt.伸开；传播n.传播",""
"spring","[spriŋ]","vi.跳跃n.春天；弹簧",""
"square","[skwɛә]","n.正方形;广场",""
"stable","['steibl]","a.稳定的，安定的n.马厩；马棚",""
"stake","[steik]","n.赌注；赌金",""
"standard","['stæ ndәd]","n.标准，规格a.标准的，权威的",""
"statement","['steitmәnt]","n.陈述;声明",""
"station","['steiʃәn]","n.站；局",""
"status","['steitәs]","n.状态，状况;地位；身分",""
"sterling","['stә:liŋ]","a.货真价实的",""
"stick","[stik]","n.棍；棒 vt.刺;粘贴",""
"stone","[stәun]","n.石头",""
"store","[stɔ:]","vt.储藏n.贮藏;商店",""
"straight","[streit]","a.直的;正直的ad.直接地",""
"strange","[streindʒ]","a.陌生的；奇怪的",""
"strategy","['stræ tidʒi]","n.战略；策略",""
"strength","[streŋθ]","n.力量；力气",""
"stress","[stres]","n.压力;重音 vt.着重；强调",""
"strike","[straik]","vt.打；击;罢工n.罢工;打击;殴打",""
"structure","['strʌktʃә]","n.结构；建筑物 vt.建造",""
"struggle","['strʌgl]","n.斗争；奋斗 vi.斗争；奋斗",""
"studio","['stju:diәu]","n.工作室；播音室",""
"stuff","[stʌf]","n.材料；资料vt.装；填；塞",""
"style","[stail]","n.风格；式样",""
"subject","['sʌbdʒikt, sʌb'dʒekt]","a.受支配 n.题目;学科;主语",""
"succeed","[sәk'si:d]","vt.继…之后 vi.成功；继任；接着发生",""
"success","[sәk'ses]","n.成功；成功人士（例子）",""
"successful","[sәk'sesful]","a.成功的",""
"suddenly","['sʌdnli]","ad.突然",""
"suffer","['sʌfә]","vt.遭受；忍受 vi.受害，受损失",""
"suit","[sju:t]","n.起诉；诉讼 vt.适合",""
"summer","['sʌmә]","n.夏季",""
"summit","['sʌmit]","n.顶点；最高级会议",""
"sun","[sʌn]","n.太阳",""
"Sunday","['sʌndi]","n.星期日",""
"supply","[sә'plai]","vt.供给；供应n.供应（量）",""
"suppose","[sә'pәuz]","vt.猜想；假定",""
"supposed","[sә'pәuzd]","adj. 1> a. 想像的；假定的；传闻的;b.→ suppose 1 c；1 d",""
"supreme","[sju:'pri:m]","a.最高的；最大的",""
"surface","['sә:fis]","n.地面；外表",""
"surround","[sә'raund]","vt.包围，环绕",""
"survey","[sә:'vei]","vt.俯瞰",""
"survive","[sә'vaiv]","vt.幸免于 vi.活下来",""
"suspect","[sәs'pekt, 'sʌspekt]","vt.怀疑 vi.疑心",""
"table","['teibl]","n.桌子;表格",""
"talent","['tæ lәnt]","n.天才；才能",""
"tape","[teip]","n.磁带；录音带",""
"target","['ta:git]","n.靶;目标",""
"task","[ta:sk]","n.任务；工作;作业",""
"taste","[teist]","vt.尝;体验n.味觉；鉴赏力",""
"tea","[ti:]","n.茶",""
"teach","[ti:tʃ]","vt.教；教训",""
"tear","[tiә, tɛә]","n.泪滴；眼泪vt.撕开；撕裂",""
"technique","[tek'ni:k]","n.技巧；技能",""
"technology","[tek'nɔlәdʒi]","n.工艺；技术",""
"telephone","['telifәun]","n.电话vi.打电话",""
"television","['teliviʒәn]","n.电视；电视机",""
"tend","[tend]","vi.走向；趋向",""
"tenth","[tenθ]","num.第十；十分之一",""
"terrible","['terәbl]","a.可怕的;极度的",""
"territory","['teritәri]","n.领土；版图",""
"theatre","['θiәtә]","n.戏院",""
"theory","['θiәri]","n.理论；学说",""
"therefore","['ðɛәfɔ:]","ad.因此；所以",""
"they'd","[]","they had[would]之略",""
"they'll","[]","n. 他们将",""
"they've","[]","they have 之略",""
"thinking","['θiŋkiŋ]","n.思考;想法，见解",""
"third","[θә:d]","num.第三",""
"thirteenth","['θә:'ti:nθ]","num. 第十三；十三分之一",""
"thirtieth","['θә:tiiθ]","num. 第三十；三十分之一",""
"threat","[θret]","n.威胁；恐吓",""
"threaten","['θretn]","vt.威胁；恐吓",""
